,annotations,candidates_holder,tweet_text,tweetid,tpstanford_candidates,fnstanford_candidates,fpstanford_candidates
1878,[],[],Look whose dressing rooms we found 🤗 ,1878,0,0,0
1879,['camila'],['camila'],Camila blowing kisses on the  yellow carpet 😘 | @iHeartRadio ,1879,1,0,0
1880,[],[],@1027KIISFM Love her She is stunning. @SofiaCarson via @favecelebz instagram stories at   How can one person be so perfect? ,1880,0,0,0
1881,"['hailee steinfeld', 'california', 'may 13']","['hailee steinfeld', 'california.']",Hailee Steinfeld performs onstage during 102.7 KIIS FM's 2017  on May 13 in California. ,1881,1,2,1
1882,[],[],❤️ @sofiacarson looking gorgeous at  today! ,1882,0,0,0
1883,['niall'],['niall en el ����'],Niall en el  😍😍 ,1883,0,1,1
1884,"['hailee steinfeld', 'machine gun kelly', 'may 13']",['hailee steinfeld'],Hailee Steinfeld and Machine Gun Kelly perform onstage during 102.7 KIIS FM's 2017  on May 13 in Califor… ,1884,1,2,0
1885,[],[],@aaroncarter is up next at our  Village. ,1885,0,0,0
1886,['liam'],['liam en'],-CT♡ LIAM EN  . ,1886,0,1,1
1887,[],[],@MileyCyrus &amp; @noahcyrus surprised their mom with a birthday cake at ! AWWW! ,1887,0,0,0
1888,['camila'],[],Camila's M&amp;G on ,1888,0,1,0
1889,[],[],Go @Camila_Cabello FLACA Today is  She's going to make another incredible performance! ,1889,0,0,0
1890,['niall'],"['niall', 'kiis']","©  courtneyjbarry /isa Niall performing at 102.7 KIIS FM’s 2017  •May 13th, 2017! ",1890,1,0,1
1891,[],[],Hanging out with our wang out. ・・・ @musickillskate @stassi Sparkle Queens! ,1891,0,0,0
1892,[],[],"Brb, @LiamPayne is at !! ",1892,0,0,0
1893,[],[],@NiallOfficial had all of  swooning over  &amp; more! ,1893,0,0,0
1894,['maroon 5'],[],I LOVE MAROON 5 ,1894,0,1,0
1895,"['hailee steinfeld', 'instagram']",['hailee steinfeld'],Hailee Steinfeld no Instagram Story da @Sisanie. ,1895,1,1,0
1896,[],[],2015 Outfit iconico ,1896,0,0,0
1897,['camila'],['camila'],Camila tonight via @901Music. ,1897,1,0,0
1898,['niam'],['niam'],My poor Niam heart ,1898,1,0,0
1899,[],[],see all of your beautiful faces there excited for  tonight!!! ,1899,0,0,0
1900,"['niall cantando', 'on the loose']",['niall'],Niall cantando 'On the Loose' esta tarde en el ! ,1900,0,2,1
1901,[],[],@HaileeSteinfeld looked SO gorgeous up on our  stage! ,1901,0,0,0
1902,[],[],I WANT THAT RED VELVET I WANT THAT SUGAR SWEET ,1902,0,0,0
1903,['liam payne'],['liam payne'],Liam Payne just showed up on the  yellow carpet 🔥 | @iHeartRadio SURPRISE. ,1903,1,0,0
1904,[],[],This is ,1904,0,0,0
1905,"['liam payne', 'sofia carson', 'jordan fisher', 'wango tango']","['liam payne', ' sofia carson', 'jordan fisher']","Liam Payne, Sofia Carson and Jordan Fisher Attend Wango Tango! ",1905,2,2,1
1906,[],[],So proud of this girl👏👏👏luv u so much ,1906,0,0,0
1907,"['leeds bradford airport', 'kate bush', 'woodley']","['kate bush', 'leeds bradford airport']",2017/5/14 04:53 BST ⒌ Leeds Bradford Airport ⒋ Kate Bush ⒉ Woodley ,1907,2,1,0
1908,['alessia'],['alessia'],HQ: Alessia backstage at  today ,1908,1,0,0
1909,['liam'],['liam'],📸 | Liam at  tonight -5 ,1909,1,0,0
1910,[],[],"Slay, @HaileeSteinfeld! ",1910,0,0,0
1911,['camila'],['camila'],Camila no yellow carpet do  (HQ) ,1911,1,0,0
1912,['katy'],['katy'],Photos of Katy walking the  carpet (via @katyspics) ,1912,1,0,0
1913,"['hailee steinfeld', 'cantando', 'starving']",['hailee steinfeld'],"Hailee Steinfeld cantando ""Starving"" no  - 13 de maio. ",1913,1,2,0
1914,['camila'],['camila'],Camila on the yellow carpet at ,1914,1,0,0
1915,[],[],@aaroncarter hanging out at  Watch at ,1915,0,0,0
1916,[],[],get this mess off my timeline ,1916,0,0,0
1917,[],[],she's cute ,1917,0,0,0
1918,[],[],LOL LOL I AM ON TOP!!!! ,1918,0,0,0
1919,['camila'],['camila'],Camila on stage at . ,1919,1,0,0
1920,[],[],"i never needed you like i do right now, i never hated you like i do right now ",1920,0,0,0
1921,['prince'],[],@maroon5 tribute to PRINCE 💜💜  awesome!! ,1921,0,1,0
1922,[],['kells'],IG | Kells no Instagram story da @HaileeSteinfeld. ,1922,0,0,1
1923,[],[],-&gt; See the video! @MileyCyrus performed her new single  for the FIRST TIME at @1027KIISFM ! ,1923,0,0,0
1924,"['niall cantando', 'on the loose']",['niall'],-CT♡ Niall cantando On The Loose en el  . ,1924,0,2,1
1925,['ostriches'],[],",,, Ostriches tried on skiing gear, and what happened next will stun you! ",1925,0,1,0
1926,"['may 13', 'niall', 'on the loose']",['niall'],"May 13th: Niall performing ""On The Loose"" (via @chxudry) (2) ",1926,1,2,0
1927,"['haille steinfeld', 'machine gun kelly', 'may 13', 'cali']",['hailee steinfeld'],Hailee Steinfeld and Machine Gun Kelly perform onstage during 102.7 KIIS FM's 2017  on May 13 in Cali… ,1927,0,4,1
1928,[],[],@LiamPayne watching @NiallOfficial at ,1928,0,0,0
1929,"['niall', 'scared to be lonely']",['niall'],"🎥 | Niall performando ""Scared To Be Lonely"" (via @chxudry) (2) ",1929,1,1,0
1930,['niall'],['niall'],That beautiful smile give me peace @NiallOfficial @CapitolRecords Niall on stage at ,1930,1,0,0
1931,"['miley', ""we can't stop""]",['miley'],Miley performing We Can't Stop! ,1931,1,1,0
1932,[],[],wtf is this ,1932,0,0,0
1933,['camila'],['camila'],Camila and @machinegunkelly on stage at . ,1933,1,0,0
1934,[],[],Daddy [De Zayn] ahre. ,1934,0,0,0
1935,[],[],OHNYGOD ,1935,0,0,0
1936,['zedd'],[],I'm pumped for zedd ,1936,0,1,0
1937,[],[],Introduced @noahcyrus with mom and she crushed it :) ,1937,0,0,0
1938,[],[],"@Camila_Cabello I love you, I'm so proud of you although you won't see this message and you won't follow me, you are amazing❤❤ ",1938,0,0,0
1939,['camila'],[],"YAS CAMILA, SLAY THAT WANGO TANGO STAGE! ",1939,0,1,0
1940,[],[],@1027KIISFM   Can't wait for my first performance EVER of  🌊 ,1940,0,0,0
1941,['camila'],['camila'],Camila with fans backstage at ,1941,1,0,0
1942,"['miley', 'jolene']","['miley', 'jolene']",WATCH THEM. So powerful. Her backyard sessions are so so good. And Miley singing Jolene is my ultimate crack. ,1942,2,0,0
1943,[],[],This is just the beginning y'all ✌🏽 ,1943,0,0,0
1944,[],[],@maroon5 is just heart eyes motherfucker. You don't understand. ,1944,0,0,0
1945,"['camila', 'instagram']",['camila'],Camila no Instagram story da @ashlee_juno ,1945,1,1,0
1946,"['niall', 'on the loose']",['niall'],Niall perfoming 'On the Loose' at  (via @1027KIISFM) ,1946,1,1,0
1947,[],[],OH SHIT ,1947,0,0,0
1948,['niall'],['niall'],| @iHeartRadio 🔥 Who's excited to see him on stage tonight?! Niall is on the carpet!! ,1948,1,0,0
1949,[],[],❤️❤️❤️ We ran into a fan at  who had some special words for @NiallOfficial! ,1949,0,0,0
1950,"[""let's go crazy"", 'prince']",[],"""Let's Go Crazy"" by Prince - covered by @maroon5, live at ",1950,0,2,0
1951,['normila'],[],Normila is alive omg ,1951,0,1,0
1952,[],[],💫 💫 💫 @imjmichaels KILLED her performance of ! ,1952,0,0,0
1953,['camila'],[],Camila's cute belly 😁 ,1953,0,1,0
1954,['niall'],['niall'],Niall performing at ,1954,1,0,0
1955,['camila'],['camila'],Camila and @machinegunkelly on stage at ,1955,1,0,0
1956,[],[],What a great queen 😌👏🏻 100% point on body 100% point on styles 100% point on vocals ,1956,0,0,0
1957,['niall'],['niam'],Niam together in  is the only thing today that makes me happy ❤️❤️ ,1957,0,1,1
1958,['liam'],['liam'],📸 | Liam at  tonight  [@901Music] ,1958,1,0,0
1959,['liam'],['liam'],📲 || Liam backstage at ,1959,1,0,0
1960,['cyrus'],['cyrus'],❤️ @MileyCyrus @noahcyrus @tishcyrus Cyrus ladies times three onstage at ! ,1960,1,0,0
1961,[],[],@RyanSeacrest can't help but join the @maroon5 party!!! ,1961,0,0,0
1962,['camila'],['camila'],Camila on the backstage of ,1962,1,0,0
1963,['maroon 5'],[],"I hope @backstreetboys gets the same, if not more, amount time. I love that Maroon 5 is getting to perform so many songs. ",1963,0,1,0
1964,[],[],"2015 Modular Phone: Project Ara ,,, ",1964,0,0,0
1965,['camila cabello'],['camila cabello'],CAMILA CABELLO IS COMING FOR BLOOD PASS IT ON ,1965,1,0,0
1966,['on the loose'],[],ON THE LOOSE IS A FUCKIN JAAAAAM MY GUYS ,1966,0,1,0
1967,[],[],@haileesteinfeld watching and supporting @imjmichaels backstage at  ❤️ ,1967,0,0,0
1968,['camila'],['camila'],Camila on 's yellow carpet. ,1968,1,0,0
1969,['camila'],['camila'],Camila con @JoJoWright (via Instagram de jojowright) ,1969,1,0,0
1970,[],[],trump 1sssjxjxjxbxbdbdbbdbds 50 COLORS! ,1970,0,0,0
1971,['maroon 5'],[],YES PLEASE MORE MAROON 5 ❤ ,1971,0,1,0
1972,['jurassic world'],[],"Brilliant Recreation for Jurassic World Trailer ,,, ",1972,0,1,0
1973,['camila'],['camila'],Camila and @machinegunkelly during their performance on  (@MarcusRFrancis on Instagram story)… ,1973,1,0,0
1974,['niall'],['niall'],Niall in @Chelsea_Briggs' Instagram story (May 13th) ,1974,1,0,0
1975,['liam'],['liam'],📸 | Liam at  tonight ,1975,1,0,0
1976,['niall'],['niall'],Niall on the yellow carpet at  💛 ,1976,1,0,0
1977,"['katy', 'dark horse']",['katy'],@katyperry Katy singing Dark Horse at . ,1977,1,1,0
1978,"['liam', 'niall']","['liam', 'niall']",@NiallOfficial @LiamPayne I love you both! They're definitely friendship goals. Liam watching Niall performing at . ,1978,2,0,0
1979,['liam'],[],liam no @1027KIISFM ,1979,0,1,0
1980,['hailee steinfeld'],['hailee steinfeld'],Hailee Steinfeld com o @JoJoWright. ,1980,1,0,0
1981,[],[],@adamlevine is so fucken hottttt ,1981,0,0,0
1982,[],[],😆👌🏽 Who's gonna be there?! I'm presenting! On my way to @1027KIISFM . ,1982,0,0,0
1983,[],['camila'],| @iHeartRadio Follow along there! We're live on Instagram (@901Music). Camila is going on soon! ,1983,0,0,1
1984,[],[],"Clumsy Baby Elephant ,,, ",1984,0,0,0
1985,['jolene'],['jolene'],IM SCREAMING JOLENE IS SUCH AN ICONIC SONG ,1985,1,0,0
1986,"['niall', 'instagram']",['niall'],Niall in justinstirling's Instagram story (May 13th) ,1986,1,1,0
1987,"['miley', 'noah']",['miley &amp; noah'],Here's the video of Miley &amp; Noah singing Happy Birthday to @tishcyrus 🎊🎂❤️ ,1987,0,2,1
1988,[],[],@Zedd CAUSE BABY TONIGHT WE'RE BEAUTIFUL NOWWW!!!!! AHHHHH ,1988,0,0,0
1989,"['niall cantando', 'this town']",['niall'],Niall cantando This Town no  ! ,1989,0,2,1
1990,[],['niall'],VIDEO || Niall walking around at  today ! ,1990,0,0,1
1991,"['salvo', 'liam', 'harry cantando', 'niam']",['niam'],2017 SALVO LIAM SINGLE HS1 HARRY CANTANDO SC NIAM ,1991,1,3,0
1992,['on the loose'],[],On The Loose via @chxudry. ,1992,0,1,0
1993,[],[],posted at ,1993,0,0,0
1994,"['niall cantando', 'scared to be lonely']",['niall'],-CT♡ Niall cantando Scared to be lonely en el  . ,1994,0,2,1
1995,[],[],❤️👑 Queen @camila_cabello! ,1995,0,0,0
1996,"['chris pratt', 'jimmy fallon', 'nonsense karaoke']","['chris pratt', 'jimmy fallon']","Chris Pratt and Jimmy Fallon Sing ""Nonsense Karaoke"" ,,, ",1996,2,1,0
1997,[],[],Keep moving. ,1997,0,0,0
1998,[],[],Backstage babes @MileyCyrus x @halsey 😍🔥🎉 ,1998,0,0,0
1999,[],[],Is everything okay at home @katyperry? ,1999,0,0,0
2000,['liam'],[],THEY INTERVIEWED LIAM I'M SO GLAD THAT I'M WATCHING 😭😭😭 ,2000,0,1,0
2001,['liam'],['liam'],Liam is so fine what on earth ,2001,1,0,0
2002,['portugal'],['portugal'],World Trends:  | Portugal |  |  | | Free Unfollow Unfollowers | ,2002,1,0,0
2003,"['frankie', 'bobby ryan']",['bobby ryan frankie'],Frankie Bobby Ryan Look Full Photo ini ,2003,0,2,1
2004,[],[],Who else wants a private serenade from @NiallOfficial?!!?? ,2004,0,0,0
2005,['camila'],['camila'],Camila and @machinegunkelly performing on  (@iHeartRadio on Snapchat) ,2005,1,0,0
2006,['niall'],['niall'],Niall at  yellow carpet! ,2006,1,0,0
2007,[],[],Hi @Camila_Cabello 👋🏼😘 Gorgeous as always! ,2007,0,0,0
2008,[],[],i LOVE how she sings this ,2008,0,0,0
2009,[],[],I want front row   @1027kiisfm ,2009,0,0,0
2010,['camila'],['camila'],Camila on @iHeartRadio's snapchat story ,2010,1,0,0
2011,['mike'],[],"The Carrot is Always Mike’s Favorite ,,, ",2011,0,1,0
2012,"['niall', 'slow hands']",['niall'],"May 13th: Niall performing ""Slow Hands"" (via @chxudry) (2) ",2012,1,1,0
2013,['camila'],['camila'],Camila durante Bad Things no  (via @CabellosEffect) ,2013,1,0,0
2014,['camila'],['camila'],Camila durante Bad Things no  (via @TigerBeatNow no Snapchat) ,2014,1,0,0
2015,['camila'],['camila'],Camila on stage at . ,2015,1,0,0
2016,[],[],"HE WAS SO NERVOUS THAT DAY, ",2016,0,0,0
2017,['camila'],['camila'],Camila durante Bad Things no  (via @avaxcabello) ,2017,1,0,0
2018,[],[],"Dogs Annoying Cats with Their Friendship ,,, ",2018,0,0,0
2019,"['e.t. bon appétit', 'katy']",['bon appétit.'],"Set list: Chained To The Rhythm, Teenage Dream, Firework, Dark Horse, E.T., Roar and Bon Appétit. Katy's  performance just ended! ",2019,0,2,1
2020,[],[],im not emotional ,2020,0,0,0
2021,"['ces', 'google project tango', 'lenovo']",['lenovo'],CES 2016: Google's Project Tango phone dances with Lenovo for its first consumer outing ,2021,1,2,0
2022,[],[],So proud of this family. ,2022,0,0,0
2023,[],[],insensibles💔 ,2023,0,0,0
2024,[],[],Show has been amazing but I only came to see @TanyaRad @1027KIISFM ,2024,0,0,0
2025,[],[],this whole look is so forced ,2025,0,0,0
2026,[],[],@PCamilaCabello Best performance? ,2026,0,0,0
2027,[],[],She might not need anyone else but we NEED you @HaileeSteinfeld!!!! ,2027,0,0,0
2028,['camila'],['camila'],Camila on @Chelsea_Briggs Instagram story. ,2028,1,0,0
2029,[],[],We Can't Stop! ,2029,0,0,0
2030,['adam levine'],"[""adam levine's""]",ADAM LEVINE'S GUITAR SOLO JUST KILLED ME ,2030,0,1,1
2031,['miley'],[],miley is the best idol you can have ,2031,0,1,0
2032,['camila'],['camila'],HQ | Camila no yellow carpet do ,2032,1,0,0
2033,[],[],A GODDESS @katyperry 💋 ,2033,0,0,0
2034,['chameleon'],[],"Chameleon Loves to Pop Bubbles ,,, ",2034,0,1,0
2035,"['niall cantando', 'on the loose']",['niall'],"(2) Niall cantando ""On The Loose"" esta tarden en el ! ",2035,0,2,1
2036,['niall'],[],Niall en el backstage del  .-CT♡ ,2036,0,1,0
2037,['niall'],['niall'],📸 | Niall autografando posters no backstage do  . ,2037,1,0,0
2038,['niall'],['niall'],Niall no backstage do  ontem - 13/05. ,2038,1,0,0
2039,['jenga'],[],",,, How good is this bunny at playing Jenga game will surprise you! ",2039,0,1,0
2040,"['niall', 'this town']",['niall'],Niall apresentando 'This Town' no . ,2040,1,1,0
2041,['siri'],[],"Using Siri To Get Married ,,, ",2041,0,1,0
2042,[],[],suicide ,2042,0,0,0
2043,[],[],✌️ @MileyCyrus takes us to ! ,2043,0,0,0
2044,['miley'],['miley'],Miley backstage with fans. ,2044,1,0,0
2045,[],[],Tomorrow 🙌 ,2045,0,0,0
2046,['i want candy'],[],"@aaroncarter just remixed ""I Want Candy"" &amp; we CANNOT DEAL 😫😫😫 ",2046,0,1,0
2047,"['niall cantando', 'this town']",['niall'],!❤ Niall cantando This Town en el ! ,2047,0,2,1
2048,['stella'],['stella'],| @katyperry at  with her niece Stella and @Geli's daughter ❤️ ,2048,1,0,0
2049,['baby elephant'],[],"Baby Elephant Bathing ,,, ",2049,0,1,0
2050,[],[],this all looks like such a forced image by his label lmao ,2050,0,0,0
2051,['niall'],['niall'],Niall onstage at @1027KIISFM  today! ,2051,1,0,0
2052,['camila'],['camila'],Camila no backstage do ,2052,1,0,0
2053,['miley'],['miley'],Pics of Miley performing ,2053,1,0,0
2054,"['star wars', 'lego']",[],"Giant Star Wars LEGO Super Star Destroyer Shattered in Slow Motion ,,, ",2054,0,2,0
2055,"['niall', 'instagram']",['niall'],Niall in courtneyjbarry's Instagram story (May 13th) ,2055,1,1,0
2056,[],[],We are loving this powerful performance from @HaileeSteinfeld and @machinegunkelly ,2056,0,0,0
2057,['niall'],['niall'],The fandom might as well be in the  right now with all the things the boys are throwing at us right now @LiamPayne  Niall ,2057,1,0,0
2058,[],[],SUCH A BEBBEEEEE ,2058,0,0,0
2059,['niam'],[],OMG NIAM JUST MET!! ,2059,0,1,0
2060,['zedd'],[],"Time to drop the bass, 'cause Zedd's performing next! ",2060,0,1,0
2061,"['liam', 'niall horan', 'niall']","['liam', 'niall horan']",Liam watching Niall Horan perform at ,2061,2,1,0
2062,[],[],that's hot ,2062,0,0,0
2063,[],[],We LOVE  @MileyCyrus! ,2063,0,0,0
2064,"['camila', 'bad things']",['camila'],Camila and @machinegunkelly performing Bad Things tonight at ,2064,1,1,0
2065,[],[],Which group is the most oppressed? ,2065,0,0,0
2066,[],[],Is there such thing as white privilege? ,2066,0,0,0
2067,['hispanics'],[],What is all of this fuss? The Govt census now considers Hispanics white. ,2067,0,1,0
2068,"['whites', 'nazi']",[],is trending for everyone to hate on Whites and If your a white male who's proud of his heritage you're a racist fucking NAZI ,2068,0,2,0
2069,[],[],"Everyone has culture. How can a group of people not have a ""culture""? This makes no sense. Wait, what? ",2069,0,0,0
2070,[],[],Be proud of your heritage… When  set their minds towards a goal there is nothing they cannot accomplish. ,2070,0,0,0
2071,[],[],Children as young as five turned into executioners   via… Don't Lose Your Head ,2071,0,0,0
2072,[],[],"Where are my repara… My ancestors fought and died to end it. Without , blacks would still be in slavery. ",2072,0,0,0
2073,[],[],~Thomas… No society ever thrived because it had a large and growing class of parasites living off those who produce. ,2073,0,0,0
2074,[],[],Now let leftists try to destroy them✔ Developed the most successful tolerant societies in history ✔ Villain to the left ✔ ,2074,0,0,0
2075,[],[],I'm an anti-racist so that means I hate all ,2075,0,0,0
2076,['tariq'],[],tariq na-sherlock holmes at it again ,2076,0,1,0
2077,['trump'],['trump'],"Take a look at Trump supporters on the  hashtag - totally ""not-racist"" ",2077,1,0,0
2078,[],[],@BancoRana @Rambobiggs  need TRUE Equality ,2078,0,0,0
2079,[],[],"Yikes  is full of some serious, top notch shit ",2079,0,0,0
2080,['republicans'],[],Sad to see many fellow liberals are attacking my skin color while republicans defend it. Not really sure why  would be trending. ,2080,0,1,0
2081,['democrats'],[],"Right @johngreen? @ferree_g @_Makada_ Democrats tried to normalize hatred against whites for political power, that's what nappened. ",2081,0,1,0
2082,['trump'],[],"I'm not , but my husband is and we love Trump, because in spite of the dummies on the left, he is ",2082,0,1,0
2083,[],[],"-H… "" fought to free themselves, then they fought to free black people, then they fought to free women."" ",2083,0,0,0
2084,['usa'],['usa'],RT if you are too! Very grateful to ancestors who came 2 USA LEGALLY to give me blessing of Freedom! As do I. ,2084,1,0,0
2085,['mexican'],[],at least I don't fuck my son like Mexican fem do lolol ,2085,0,1,0
2086,[],[],"👏🏼 If you're not racist, nothing about this should offend you. Correct. ",2086,0,0,0
2087,[],[],When your mom passes the family school shooting gun down to you .. ,2087,0,0,0
2088,[],[],This tweet is what this hashtag should be used for ,2088,0,0,0
2089,['europeans'],[],Atrocities commited by Europeans against indigenous people worldwide NOTHING2 B rejoicing N. Europeans R Great! Who ever told U 2B ashamed? ,2089,0,1,0
2090,"['poc', 'poc']",['poc'],Ironic as POC are told to feel ashamed for theirs every day. I've never been asked by POC to feel ashamed for my skin color. ,2090,2,0,0
2091,[],[],You have to go back. (((us))) ,2091,0,0,0
2092,[],[],"Shut up, you shithouse. ",2092,0,0,0
2093,[],[],it's been fun and remember stay white keep out of the sun stop taking heroin quit sleeping with your kids and you'll prosper ,2093,0,0,0
